timestamp,type,price,quantity,profit,return_pct
2020-07-20,BUY,9931.54,1.0068931907841079,0.0,0.0
2020-08-31,SELL,10256.2,1.0068931907841079,326.8979433199683,3.2689794331996835
2020-10-05,BUY,11369.02,0.9083366854240706,0.0,0.0
2021-04-12,SELL,56150.01,0.9083366854240706,40676.21602660846,393.886104519123
2021-07-26,BUY,39845.44,1.2800238614488488,0.0,0.0
2021-09-20,SELL,43160.9,1.2800238614488488,4243.867911679199,8.320801577294663
2021-09-27,BUY,48200.01,1.1462027058004265,0.0,0.0
2021-11-22,SELL,57274.88,1.1462027058004265,10401.64054878711,18.82752721420596
2022-03-14,BUY,41262.11,1.5910146725505487,0.0,0.0
2022-04-25,SELL,38468.35,1.5910146725505487,-4444.913151584824,-6.770763783044546
2022-07-18,BUY,22579.68,2.710565839675757,0.0,0.0
2022-11-14,SELL,16280.23,2.710565839675757,-17075.073978745448,-27.898756758288872
2022-11-28,BUY,17105.7,2.579762026696624,0.0,0.0
2023-05-01,SELL,28430.1,2.579762026696624,29214.257095123245,66.20249390554024
2023-06-26,BUY,30617.03,2.3954933706890476,0.0,0.0
2023-07-24,SELL,29281.09,2.3954933706890476,-3200.235413638323,-4.363388610848272
2023-10-02,BUY,27917.05,2.5125382868730526,0.0,0.0
2024-01-08,SELL,41732.35,2.5125382868730526,34711.47019463728,49.486962268577805
2024-02-05,BUY,48299.99,2.1708933516588025,0.0,0.0
2024-04-08,SELL,65661.84,2.1708933516588025,37690.724737497374,35.945866655458936
2024-09-16,BUY,63578.76,2.2420200065821354,0.0,0.0
2024-12-30,SELL,98363.61,2.2420200065821354,77988.32962595859,54.71143193104112
2025-04-21,BUY,93749.3,2.352371500796727,0.0,0.0
